time,b2,b5,b8,b16,b11,b14
22779832,686,680,626,458,607,670
22859740,686,680,626,458,607,670
22949892,686,680,626,458,607,670
23040008,686,680,626,458,607,670
23120052,686,680,626,458,607,670
23210084,686,680,625,457,607,670
23290192,686,680,626,457,607,669
23380244,686,680,626,457,606,670
23460376,686,680,626,458,607,670
23550408,686,680,626,458,607,670
23640424,686,680,626,458,607,670
23720576,686,680,626,458,607,670
23800584,686,680,625,457,607,670
23890720,686,680,625,457,607,670
23980752,686,680,626,458,607,670
24070764,686,680,626,457,607,669
24161000,686,680,626,458,607,670
24251012,686,680,626,458,607,670
24341044,686,680,626,458,607,670
24431076,686,680,625,457,607,670
24511188,686,680,626,458,607,670
24591204,686,680,626,458,607,670
24681336,686,680,626,458,607,670
24771364,686,680,625,457,607,670
24851456,686,680,625,457,607,670
24931484,686,680,626,458,607,670
25021500,686,680,626,458,607,670
25101588,686,680,625,457,607,670
25191604,686,680,625,457,607,670
25281616,686,680,626,458,607,670
25371748,686,680,625,457,607,670
25451760,686,680,625,457,607,670
25531892,686,680,625,456,606,670
25621888,686,680,625,457,607,670
25711996,686,680,625,457,607,670
25792008,686,680,625,457,607,670
25882016,686,680,625,457,607,670
25972228,686,680,624,456,607,670
26052136,686,680,625,457,607,670
26142248,686,680,624,456,607,670
26222360,686,680,624,456,607,670
26312348,686,680,624,456,607,670
26392460,686,680,624,456,607,670
26482444,686,680,624,456,607,670
26572452,686,680,624,456,607,670
26652568,685,680,623,454,607,670
26742592,685,680,623,454,607,670
26832704,685,680,623,454,607,670
26912716,685,680,623,454,607,670
26992724,685,680,623,454,607,670
27082836,685,680,622,453,607,670
27162948,685,680,622,452,606,670
27252956,685,680,622,453,607,670
27332964,685,680,622,453,607,670
27423076,685,680,622,453,607,670
27513112,685,680,621,451,606,670
27603104,685,680,621,452,607,670
27693220,685,680,621,452,607,670
27773328,684,680,620,451,607,671
27853336,684,680,620,449,606,670
27943328,684,680,620,450,607,670
28033340,684,680,620,450,607,670
28123452,684,680,619,449,607,670
28213564,684,680,619,449,607,670
28303676,684,680,619,450,607,671
28383688,684,680,619,449,607,670
28473700,684,680,618,449,607,671
28563688,684,680,618,449,607,671
28643800,684,680,618,448,607,670
28733792,684,680,618,449,607,671
28823908,683,680,617,446,607,670
28903896,683,680,617,446,607,670
28983904,683,680,617,446,607,670
29073896,683,680,617,446,607,670
29154008,683,680,617,446,607,670
29244120,683,680,616,445,607,670
29324112,683,680,616,445,607,670
29414204,683,680,615,444,607,670
29504180,683,680,615,444,607,670
29594292,683,680,615,444,607,670
29684304,683,680,615,444,607,670
29764312,682,680,614,442,607,670
29844412,682,680,614,442,607,670
29934416,682,680,614,442,607,670
30024512,682,680,613,441,607,670
30114504,682,680,613,441,607,670
30204500,682,680,613,441,607,670
30294592,682,680,613,441,607,670
30384584,682,680,613,441,607,670
30474680,682,680,612,439,606,670
30554648,682,680,612,440,607,670
30634760,681,680,611,438,607,670
30724736,681,680,611,437,606,670
30814828,681,680,611,438,607,670
30894820,681,680,611,437,606,670
30974808,681,680,611,437,606,670
31064900,681,680,610,437,607,670
31145000,681,680,610,438,607,671
31234992,681,680,610,437,607,670
31314984,681,680,610,437,606,671
31405080,681,680,609,435,606,670
31495052,681,680,609,435,606,670
31585148,681,680,609,436,607,670
31675152,681,680,609,436,606,671
31755152,680,680,608,435,607,671
31835224,680,680,608,434,606,671
31925216,680,680,608,434,606,671
32015312,680,680,608,433,606,670
32105296,680,680,607,434,607,671
32195368,680,680,607,433,606,671
32285356,680,680,606,432,606,671
32365452,680,680,606,432,606,671
32455440,680,680,606,431,606,670
32545532,680,680,606,432,606,671
32625528,679,680,605,429,606,670
32715496,679,680,605,430,606,671
32805492,679,680,604,429,606,671
32885596,679,680,604,428,606,670
32965712,679,680,604,429,606,671
33055724,679,680,603,427,606,670
33135708,679,680,603,428,606,671
33225824,679,680,603,428,606,671
33315816,679,680,603,427,606,670
33405928,678,680,602,426,606,671
33485916,678,680,602,425,606,670
33576008,678,680,601,424,606,670
33666120,678,680,601,424,606,670
33746108,678,680,601,424,606,670
33826116,677,680,600,423,606,671
33916108,677,680,600,422,606,670
34006220,677,680,600,422,606,670
34096312,677,680,599,421,606,670
34186224,677,680,599,421,606,670
34276416,677,680,598,420,606,670
34366428,677,680,598,420,606,670
34456440,677,680,598,421,606,671
34536432,677,680,598,420,606,670
34616540,677,680,597,419,606,670
34706648,677,680,597,420,606,671
34796644,677,680,597,419,606,670
34876648,677,680,597,420,606,671
34956760,677,680,596,418,606,670
35046732,677,679,596,417,605,671
35126724,677,680,596,419,606,671
35216816,677,680,596,418,606,670
35306808,677,680,596,418,606,670
35396904,677,680,595,417,606,670
35476912,677,680,595,417,606,670
35566884,677,679,595,415,605,670
35657000,677,679,595,416,605,671
35737108,676,679,594,414,605,671
35817100,676,679,594,413,605,670
35907112,676,679,594,414,605,671
35997208,676,679,594,413,605,670
36087200,676,679,594,413,605,670
36177192,676,679,594,414,605,671
36267304,676,679,593,412,605,670
36357280,676,679,593,412,605,670
36447472,676,679,593,412,605,670
36527484,676,679,593,413,605,671
36607472,676,679,593,412,605,670
36697468,676,679,593,412,605,670
36787560,676,679,593,413,605,671
36867552,676,679,593,412,605,670
36947656,676,679,592,411,605,670
37037668,676,679,593,412,605,670
37117676,676,679,592,412,605,671
37207792,676,679,592,412,605,671
37297804,676,679,592,411,605,670
37387920,676,679,592,412,605,671
37467908,676,679,591,410,605,670
37558024,676,679,591,411,605,671
37648040,676,679,591,411,605,671
37728156,676,679,591,411,605,671
37808164,675,679,590,408,605,670
37898180,676,679,591,411,605,671
37988292,675,679,590,409,605,671
38068404,675,679,590,409,605,671
38158396,675,679,590,409,605,671
38238508,675,679,590,409,605,671
38328504,675,679,589,407,604,671
38408496,675,679,589,406,604,670
38498484,675,679,589,407,604,671
38588580,675,679,589,408,605,671
38668568,675,679,589,408,605,671
38758560,675,679,589,408,605,671
38848656,675,679,588,406,604,671
38928664,675,679,588,406,604,671
39008752,675,679,588,406,604,671
39098744,675,679,588,406,604,671
39178856,675,679,588,406,604,671
39268832,675,679,588,406,604,671
39348940,675,679,588,406,604,671
39438952,674,679,587,404,604,671
39519044,674,679,587,404,604,671
39599036,674,679,587,404,604,671
39689048,674,679,587,403,604,670
39779140,674,679,587,403,604,670
39859136,674,679,586,403,604,671
39949252,674,679,586,402,604,670
40039260,674,679,586,403,604,671
40119372,674,679,586,403,604,671
40209384,674,679,586,403,604,671
40289492,674,679,586,403,604,671
40379400,674,679,585,402,604,671
40459512,674,679,585,402,604,671
40549604,674,679,585,401,604,670
40639620,674,679,585,402,604,671
40719728,674,679,585,402,604,671
40809724,674,679,585,401,603,671
40899736,674,679,585,402,604,671
40979868,673,679,584,400,604,671
41059872,673,679,584,400,604,671
41149884,673,679,584,400,604,671
41230012,673,679,584,399,603,671
41320024,673,679,584,399,603,671
41400132,673,679,583,399,604,671
41490144,673,679,583,398,604,670
41580256,673,679,582,397,603,671
41660272,673,679,582,397,603,671
41750384,673,679,582,397,603,671
41840392,673,679,582,397,603,671
41920508,673,679,582,398,604,671
42010520,672,679,581,396,604,671
42100648,672,679,581,395,603,671
42190676,672,679,581,395,603,671
42280784,672,679,581,394,603,670
42370816,672,679,580,394,603,671
42450828,672,679,580,394,603,671
42540940,672,679,580,394,603,671
42630964,672,679,580,394,603,671
42711076,672,679,579,393,603,671
42791084,672,679,579,393,603,671
42881196,672,679,579,393,603,671
42971208,672,679,579,393,603,671
43051316,671,679,578,391,603,671
43141344,672,679,579,393,603,671
43221452,671,679,578,391,603,671
43311336,671,679,578,391,603,671
43391464,671,679,578,391,603,671
43481576,671,679,578,391,603,671
43571564,671,679,578,391,603,671
43651668,671,679,577,390,603,671
43741676,671,678,577,388,602,671
43831684,671,678,577,388,602,671
43911788,671,679,577,390,603,671
44001780,671,679,577,390,603,671
44091908,671,678,577,388,602,671
44181916,671,678,576,386,602,670
44272024,671,678,577,387,602,670
44362052,671,678,576,387,602,671
44452064,671,678,576,387,602,671
44542152,671,678,576,387,602,671
44632264,671,678,576,387,602,671
44712268,671,678,576,386,602,670
44802280,670,678,575,385,602,671
44892388,670,678,575,385,602,671
44972392,670,678,575,385,602,671
45062404,670,678,575,385,602,671
45152532,670,678,575,385,602,671
45242520,670,678,575,385,602,671
45332632,670,678,574,384,602,671
45422640,670,678,574,384,602,671
45502768,670,678,574,384,602,671
45582776,670,678,574,384,602,671
45672908,670,678,573,511,602,671
45762920,670,678,573,510,601,671
45843052,670,678,573,511,602,671
45933044,670,678,573,510,601,671
46023060,670,678,573,510,601,671
46113156,670,678,573,511,602,671
46203148,669,678,572,509,602,671
46293140,669,678,572,509,602,671
46383236,669,678,572,508,601,671
46473348,669,678,572,508,601,671
46563344,669,678,572,508,601,671
46643332,669,678,571,507,601,671
46733444,669,678,571,507,601,671
46823436,669,678,571,507,601,671
46903548,669,678,571,507,601,671
46993524,669,678,571,507,601,671
47083620,669,678,570,506,601,671
47173716,669,678,570,506,601,671
47263608,669,678,570,506,601,671
47353704,669,678,570,506,601,671
47443692,668,678,569,504,601,671
47533788,668,678,569,504,601,671
47623884,668,678,569,504,601,671
47703792,668,678,569,504,601,671
47793868,668,677,568,501,600,671
47883864,668,678,568,503,601,671
47963956,668,678,568,503,601,671
48054048,668,678,568,503,601,671
48144044,668,677,567,500,600,671
48234032,668,677,567,500,600,671
48314024,668,677,566,499,600,671
48404120,668,677,567,500,600,671
48494232,668,677,566,499,600,671
48584228,668,677,566,499,600,671
48674240,668,677,566,499,600,671
48754332,668,677,565,498,600,671
48834448,668,677,565,498,600,671
48924412,668,677,565,497,599,671
49014528,668,677,565,498,600,671
49094420,668,677,565,498,600,671
49184516,668,677,564,497,600,671
49264632,668,677,564,496,599,671
49354624,668,677,564,497,600,671
49434616,668,677,563,496,600,671
49524728,668,677,563,495,599,671
49614824,668,677,563,495,599,671
49694832,668,677,563,496,600,671
49784844,668,677,563,495,599,671
49874960,667,677,562,494,600,671
49954948,667,677,561,492,599,671
50044960,667,677,561,492,599,671
50135056,667,677,561,493,600,671
50225172,667,677,561,492,599,671
50315164,667,677,561,492,599,671
50405192,667,677,560,490,599,670
50485312,667,677,560,491,599,671
50575324,667,677,559,490,599,671
50665420,667,677,559,490,599,671
50745412,666,677,558,488,599,671
50825524,667,677,559,489,599,670
50915520,666,677,558,488,599,671
51005516,666,677,558,488,599,671
51085628,666,677,558,488,599,671
51175644,666,677,557,487,599,671
51255756,666,677,557,487,599,671
51345748,666,677,557,487,599,671
51425736,666,677,557,486,598,671
51515848,666,677,556,486,599,671
51605944,666,677,556,485,598,671
51685936,665,677,555,483,598,671
51775928,665,677,555,483,598,671
51866044,665,677,555,483,598,671
51946032,665,677,555,483,598,671
52036108,665,677,554,482,598,671
52126120,665,677,554,482,598,671
52216212,665,677,554,482,598,671
52306188,665,677,554,482,598,671
52396284,665,677,553,481,598,671
52476276,665,677,553,481,598,671
52566244,665,677,553,481,598,671
52656336,665,677,553,480,597,671
52736340,665,677,552,480,598,671
52816448,665,677,552,480,598,671
52906436,665,677,552,480,598,671
52996548,664,677,551,478,598,671
53076536,664,677,551,476,597,670
53166512,664,677,551,477,597,671
53246500,664,677,551,477,597,671
53336612,664,677,551,478,598,671
53416680,664,677,550,476,597,671
53506672,664,677,550,476,597,671
53596744,664,677,550,476,597,671
53676736,664,677,550,476,597,671
53766852,664,677,549,475,597,671
53856740,664,677,549,475,597,671
53936848,664,677,549,475,597,671
54026940,664,677,549,475,597,671
54116932,664,677,548,474,597,671
54207024,664,677,548,474,597,671
54297016,664,677,548,474,597,671
54387132,663,677,547,471,596,671
54467120,663,677,547,471,597,670
54557232,663,677,547,472,597,671
54647244,663,677,546,471,597,671
54727236,663,677,546,471,597,671
54807224,663,677,546,470,596,671
54897336,663,677,545,469,596,671
54987328,663,677,545,469,596,671
55067460,663,677,545,469,596,671
55157572,663,677,545,469,596,671
55237592,662,677,544,467,596,671
55327608,662,677,544,467,596,671
55407736,662,677,543,466,596,671
55497752,662,677,544,467,596,671
55587884,662,677,543,466,596,671
55667896,662,677,542,465,596,671
55757912,662,677,542,465,596,671
55847928,662,677,542,465,596,671
55928036,662,677,542,464,596,670
56018052,661,677,541,463,596,671
56108164,661,677,541,463,596,671
56198176,661,677,541,462,595,671
56288312,661,677,540,461,595,671
56378344,661,677,540,461,595,671
56468456,661,677,539,460,595,671
56558588,661,677,539,460,595,671
56648496,661,677,539,460,595,671
56728712,661,677,539,460,595,671
56818724,661,677,538,459,595,671
56908756,661,677,538,459,595,671
56988768,661,677,538,459,595,671
57078880,660,677,537,457,595,671
57168892,661,677,538,459,595,671
57259028,660,677,537,457,595,671
57349064,660,677,537,457,595,671
57439180,660,677,536,456,595,671
57519168,660,677,536,456,595,671
57599180,660,677,536,456,595,671
57689296,660,677,536,456,595,671
57779408,660,676,536,454,594,671
57859412,660,676,535,453,594,671
57949404,660,676,535,453,594,671
58039436,660,676,535,452,594,670
58129552,660,676,535,453,594,671
58219664,659,676,534,451,594,671
58309656,659,676,534,451,594,671
58399668,659,676,534,451,594,671
58489764,659,676,533,450,594,671
58579788,659,676,533,450,594,671
58659984,659,676,533,450,594,671
58749996,659,676,532,449,594,671
58839992,659,676,532,449,594,671
58920004,659,676,532,449,594,671
59010016,659,676,531,448,594,671
59100228,659,676,531,448,594,671
59190260,659,676,530,445,593,670
59280272,659,676,530,446,593,671
59370280,659,676,530,446,593,671
59460392,659,676,530,446,593,671
59550404,659,676,530,446,593,671
59640500,659,676,529,445,593,671
59720616,659,676,529,445,593,671
59810604,659,676,528,444,593,671
59900616,658,676,527,442,593,671
59980712,658,676,527,442,593,671
60070704,658,676,527,442,593,671
60160816,658,676,526,441,593,671
60250808,658,676,526,441,593,671
60330820,658,676,525,439,593,670
60420912,658,676,524,439,593,671
60510924,658,676,524,439,593,671
60601000,658,676,524,439,593,671
60691012,657,676,523,437,593,671
60771104,657,676,523,436,592,671
60851100,657,676,522,435,592,671
60941108,657,676,522,435,592,671
61031220,657,676,522,435,592,671
61121236,657,676,521,434,592,671
61211348,657,676,521,434,592,671
61301464,657,676,520,433,592,671
61391380,657,676,520,433,592,671
61481496,656,676,519,431,592,671
61561604,656,676,519,431,592,671
61641596,656,676,519,430,591,671
61731708,656,676,518,429,591,671
61821712,656,676,518,430,592,671
61901808,656,676,517,429,592,671
61991708,656,676,517,429,592,671
62081820,656,676,516,427,592,670
62171792,656,676,516,427,591,671
62261884,655,676,515,426,592,671
62351972,655,676,515,425,591,671
62441964,655,676,514,425,592,671
62532076,655,676,514,424,591,671
62622068,655,676,514,424,591,671
62702072,655,676,513,422,591,670
62792068,655,676,513,423,591,671
62882256,655,676,513,423,591,671
62962244,655,676,512,422,591,671
63052232,654,676,639,418,591,671
63142212,654,676,639,418,591,671
63232292,654,676,639,418,591,671
63322288,654,676,639,418,591,671
63412392,654,676,638,417,591,671
63492384,654,676,638,417,591,671
63582484,654,676,638,417,591,671
63672480,654,675,637,413,590,670
63752600,654,675,637,414,590,671
63832596,654,675,637,414,590,671
63922596,654,675,636,413,590,671
64012716,654,675,636,413,590,671
64102712,654,675,636,413,590,671
64192728,654,675,636,412,590,670
64282924,653,676,635,413,591,671
64372940,653,675,635,411,590,671
64462932,653,675,635,411,590,671
64543048,653,675,635,411,590,671
64623060,653,675,634,410,590,671
64713036,653,675,634,409,590,670
64803136,653,675,634,410,590,671
64883248,653,675,634,409,589,671
64973244,653,675,634,410,590,671
65063244,653,675,634,410,590,671
65143360,653,675,633,408,589,671
65233356,653,675,633,408,589,671
65313452,653,675,633,407,589,670
65403432,653,675,633,408,589,671
65483448,653,675,633,408,589,671
65573552,653,675,633,408,589,671
65663524,652,675,632,406,589,671
65743636,652,675,632,406,589,671
65823632,652,675,632,405,589,670
65913728,652,675,632,406,589,671
66003636,652,675,632,406,589,671
66093752,652,675,632,406,589,671
66183868,652,675,631,405,589,671
66273984,652,675,631,404,588,671
66364000,652,675,631,405,589,671
66454016,652,675,631,405,589,671
66534148,652,675,631,405,589,671
66624164,652,675,631,405,589,671
66714296,652,675,631,405,589,671
66794308,652,675,630,404,589,671
66874308,652,675,630,403,588,671
66964420,652,675,630,404,589,671
67054440,652,675,630,404,589,671
67134452,652,675,629,401,588,670
67224552,652,675,629,402,588,671
67304544,652,675,629,402,588,671
67394656,652,675,629,402,588,671
67474652,652,675,629,402,588,671
67564748,652,675,629,402,588,671
67654764,652,675,629,402,588,671
67734856,651,675,628,400,588,671
67824852,651,675,628,400,588,671
67914948,651,675,628,400,588,671
67994944,651,675,628,400,588,671
68085060,651,675,627,399,588,671
68175076,651,675,627,399,588,671
68265052,651,675,627,399,588,671
68355148,651,674,627,397,587,671
68445164,651,674,626,395,587,670
68525156,651,675,627,399,588,671
68615252,651,675,626,398,588,671
68705368,651,674,626,396,587,671
68785360,651,674,626,396,587,671
68865372,651,674,626,396,587,671
68955468,651,674,626,396,587,671
69045484,650,674,625,394,587,671
69125596,650,674,625,394,587,671
69215592,650,674,625,394,587,671
69295688,650,674,625,394,587,671
69385684,650,674,625,394,587,671
69465660,650,674,625,394,587,671
69555756,650,674,625,394,587,671
69645856,650,674,624,393,587,671
69725848,650,674,624,393,587,671
69815844,650,674,624,392,586,671
69905940,650,674,624,393,587,671
69985932,650,674,623,391,586,671
70075928,650,674,623,391,586,671
70166024,650,674,623,391,586,671
70256036,650,674,623,391,586,671
70336128,650,674,622,390,586,671
70426224,650,674,622,390,586,671
70516116,650,674,622,390,586,671
70606212,650,674,622,389,586,670
70696348,650,674,622,390,586,671
70776336,650,674,621,389,586,671
70856348,650,674,621,389,586,671
70946480,650,674,620,388,586,671
71036496,650,674,620,388,586,671
71116608,650,674,620,388,586,671
71206624,650,674,620,387,585,671
71286744,650,674,619,387,586,671
71376732,650,674,619,386,585,671
71456848,650,674,619,387,586,671
71546844,650,674,619,387,586,671
71636860,650,674,618,385,585,671
71716936,650,674,618,385,585,671
71806952,649,674,617,511,585,671
71897048,649,674,617,511,585,671
71977044,649,674,617,511,585,671
72067164,649,674,617,511,585,671
72157160,649,674,617,511,585,671
72247280,649,674,616,510,585,671
72337276,649,674,616,510,585,671
72427392,649,674,616,510,585,671
72507388,649,674,615,509,585,671
72597404,649,673,616,508,584,671
72687524,649,674,615,509,585,671
72767540,649,673,615,507,584,671
72847636,649,673,614,506,584,671
72937632,649,674,614,508,585,671
73027752,649,674,614,508,585,671
73107768,649,673,614,506,584,671
73197868,649,673,614,506,584,671
73277888,648,673,613,504,584,671
73367988,648,673,613,504,584,671
73448008,648,673,613,504,584,671
73538004,648,673,613,504,584,671
73628004,648,673,612,503,584,671
73708096,648,673,612,503,584,671
73798096,648,673,612,503,584,671
73888212,648,673,612,503,584,671
73968204,648,673,612,503,584,671
74058224,648,673,611,502,584,671
74148300,648,673,611,502,584,671
74238316,648,673,611,502,584,671
74328416,648,673,611,502,584,671
74418412,648,673,610,500,583,671
74498548,648,673,610,500,583,671
74588544,648,673,610,500,583,671
74678684,648,673,610,500,583,671
74758680,648,673,610,501,584,671
74838692,648,673,610,500,583,671
74928812,648,673,610,500,583,671
75018812,647,673,609,498,583,671
75098924,648,673,610,500,583,671
75189044,647,673,609,498,583,671
75268916,647,673,609,498,583,671
75359012,647,673,609,498,583,671
75449008,647,673,609,498,583,671
75539108,647,673,608,497,583,671
75629204,647,673,609,498,583,671
75709216,647,673,608,497,583,671
75799212,647,673,608,496,582,671
75889328,647,673,608,497,583,671
75969300,647,673,608,497,583,671
76059416,647,673,607,495,582,671
76149412,647,673,607,495,582,671
76239508,647,673,607,495,582,671
76319520,647,673,607,495,582,671
76409616,647,673,607,495,582,671
76499532,647,673,606,494,582,671
76589628,647,673,606,494,582,671
76679748,647,673,606,494,582,671
76759744,646,673,605,492,582,671
76849844,646,673,605,492,582,671
76939836,646,673,605,492,582,671
77019828,646,673,604,491,582,671
77109924,646,673,604,491,582,671
77199920,646,673,604,491,582,671
77290036,646,672,604,489,581,671
77380032,646,672,603,488,581,671
77470028,646,672,603,488,581,671
77550240,646,672,602,487,581,671
77630232,646,672,602,486,581,670
77720352,646,672,602,487,581,671
77810348,646,672,602,486,581,670
77890340,646,672,601,486,581,671
77980336,646,672,601,486,581,671
78070332,646,672,601,485,581,670
78160548,645,672,600,484,581,671
78250544,645,672,600,483,581,670
78340540,645,672,599,483,581,671
78430536,645,672,599,483,581,671
78520636,645,672,599,483,581,671
78610732,645,672,598,480,580,670
78690724,645,672,597,480,580,671
78780816,645,672,597,480,580,671
78870808,644,672,596,478,580,671
78950800,644,672,596,478,580,671
79040892,644,672,596,478,580,671
79130888,644,672,595,477,580,671
79220904,644,672,595,477,580,671
79311000,644,672,594,476,580,671
79401096,644,672,594,476,580,671
79491092,644,672,594,475,580,670
79581208,643,672,593,474,580,671
79671220,643,672,592,471,579,670
79751336,643,672,592,471,579,670
79841232,643,672,591,472,580,671
79931448,643,672,591,471,579,671
80011464,643,672,591,471,579,671
80101496,643,672,590,469,579,670
80191608,642,672,589,468,579,671
80281604,642,672,589,468,579,671
80361632,642,672,588,467,579,671
80451744,642,672,588,467,579,671
80541756,642,672,588,466,579,670
80631872,642,672,587,466,579,671
80721888,642,672,587,466,579,671
80801996,642,672,586,465,579,671
80882028,641,672,585,463,579,671
80972144,641,672,585,463,579,671
81062176,641,672,584,461,579,670
81142292,641,672,584,462,579,671
81232208,641,672,584,462,579,671
81312316,641,671,583,459,578,671
81402432,641,671,583,459,578,671
81482444,641,671,582,458,578,671
81572460,641,671,582,458,578,671
81662596,641,671,581,457,578,671
81742716,641,671,581,457,578,671
81832728,641,671,581,457,578,671
81922744,641,671,580,456,578,671
82002732,641,671,580,456,578,671
82092968,641,671,579,455,578,671
82182952,641,671,579,455,578,671
82272964,641,671,578,454,578,671
82363080,641,671,578,454,578,671
82453092,640,671,577,451,578,670
82533080,640,671,577,451,577,671
82613092,640,671,577,452,578,671
82703208,640,671,576,450,577,671
82793212,640,671,576,450,577,671
82873308,640,671,576,450,577,671
82963420,640,671,576,450,577,671
83053436,640,671,574,449,578,671
83133424,640,671,574,448,577,671
83223544,640,671,574,448,577,671
83303532,640,671,573,447,577,671
83393644,640,671,573,447,577,671
83473636,639,671,572,446,577,671
83563752,639,671,572,446,577,671
83653744,639,671,571,445,577,671
83733756,639,671,571,444,577,670
83823848,639,671,570,444,577,671
83913844,639,671,570,444,577,671
83993876,639,671,570,444,577,671
84073984,639,671,570,443,576,671
84164076,639,671,569,442,576,671
84244084,638,671,568,441,577,671
84334096,639,671,569,443,577,671
84414104,638,671,568,440,576,671
