time,serviceboilerhe,brewboilerhe,pumpon
0026911740,0,127,127
0026996716,0,127,127
0027081464,0,127,127
0027166260,0,127,127
0027251036,0,127,127
0027335852,0,127,127
0027420712,0,127,127
0027507044,0,127,127
0027591292,0,127,127
0027675504,0,127,127
0027759752,0,127,127
0027843980,0,127,127
0027928308,0,127,127
0028012504,0,127,127
0028096588,0,127,127
0028191080,0,127,127
0028275108,0,127,127
0028359172,0,127,127
0028443868,0,127,127
0028528056,0,127,127
0028612324,0,127,127
0028696600,0,127,127
0028791352,0,127,127
0028875580,0,127,127
0028959916,0,0,127
0029044040,0,0,127
0029128104,0,0,127
0029212192,0,0,127
0029296260,0,0,127
0029380284,0,0,127
0029464396,0,0,127
0029550044,0,0,127
0029635020,0,0,127
0029720000,0,0,127
0029804976,0,0,127
0029889976,0,0,127
0029974972,0,0,127
0030059812,0,0,127
0030144592,0,0,127
0030229392,0,0,127
0030314164,0,0,127
0030399612,0,0,127
0030484352,0,0,127
0030569348,0,0,127
0030654328,0,0,127
0030739308,0,0,127
0030824280,0,0,127
0030909324,0,0,127
0030994304,0,0,127
0031079036,0,0,127
0031163832,0,0,127
0031248612,0,0,127
0031333408,0,0,127
0031418268,0,0,127
0031504072,0,0,127
0031589048,0,0,127
0031673988,0,0,127
0031758968,0,0,127
0031843948,0,0,127
0031928988,0,0,127
0032013924,0,0,127
0032098720,0,0,127
0032183456,0,0,127
0032268232,0,0,127
0032353024,0,0,127
0032438528,0,0,127
0032523448,0,0,127
0032607716,0,0,127
0032691984,0,0,127
0032776196,0,0,127
0032860460,0,0,127
0032944784,0,0,127
0033028972,0,0,127
0033123504,0,0,127
0033207588,0,0,127
0033291656,0,0,127
0033375680,0,0,127
0033459804,0,0,127
0033544980,0,0,127
0033629252,0,0,127
0033723984,0,0,127
0033808256,0,0,127
0033892520,0,0,127
0033976808,0,0,127
0034060932,0,0,127
0034144996,0,0,127
0034229060,0,0,127
0034313132,0,0,127
0034397196,0,0,127
0034481928,0,0,127
0034566824,0,0,127
0034651820,0,0,127
0034736780,0,0,127
0034821776,0,0,127
0034906812,0,0,127
0034991788,0,0,127
0035076524,0,0,127
0035161320,0,0,127
0035246120,0,0,127
0035330888,0,0,127
0035415744,0,0,127
0035500560,0,0,127
0035586752,0,127,127
0035671712,0,127,127
0035756692,0,127,127
0035841668,0,127,127
0035926704,0,127,127
0036011644,0,127,127
0036096416,0,127,127
0036181148,0,127,127
0036265924,0,127,127
0036350716,0,0,127
0036436204,0,0,127
0036521084,0,0,127
0036606060,0,0,127
0036691004,0,0,127
0036775980,0,0,127
0036860980,0,0,127
0036946036,0,0,127
0037030952,0,0,127
0037126316,0,0,127
0037211116,0,0,127
0037306460,0,0,127
0037391216,0,0,127
0037486640,0,0,127
0037572300,0,0,127
0037656576,0,0,127
0037740844,0,0,127
0037825132,0,0,127
0037909468,0,0,127
0037993736,0,0,127
0038077764,0,0,127
0038161852,0,0,127
0038256404,0,0,127
0038340500,0,0,127
0038425252,0,0,127
0038509400,0,0,127
0038593676,0,0,127
0038677900,0,0,127
0038762148,0,0,127
0038856928,0,0,127
0038941260,0,0,127
0039025448,0,0,127
0039109520,0,0,127
0039193612,0,0,127
0039277636,0,0,127
0039361724,0,0,127
0039445868,0,0,127
0039531556,0,127,127
0039616556,0,127,127
0039701516,0,127,127
0039786472,0,127,127
0039871428,0,127,127
0039956472,0,127,127
0040041368,0,127,127
0040126140,0,127,127
0040210936,0,127,127
0040295732,0,0,127
0040380468,0,0,127
0040465992,0,0,127
0040550928,0,0,127
0040635908,0,0,127
0040720908,0,0,127
0040805904,0,0,127
0040890844,0,0,127
0040975896,0,0,127
0041068152,0,0,0
0041154172,0,0,0
0041240236,0,0,0
0041326256,0,0,0
0041412360,0,0,0
0041498440,0,0,0
0041585724,0,127,0
0041671944,0,127,0
0041758168,0,127,0
0041844392,0,127,0
0041930680,0,127,0
0042016864,0,127,0
0042102904,0,127,0
0042188864,0,127,0
0042274904,0,127,0
0042360924,0,127,0
0042447668,0,127,0
0042534116,0,127,0
0042620360,0,127,0
0042706604,0,127,0
0042792784,0,127,0
0042879052,0,127,0
0042965336,0,127,0
0043051460,0,127,0
0043137520,0,127,0
0043223564,0,127,0
0043309624,0,127,0
0043395608,0,127,0
0043481728,0,127,0
0043569208,0,127,0
0043655432,0,127,0
0043741656,0,127,0
0043827880,0,127,0
0043914168,0,127,0
0043989616,0,127,0
0044075660,0,127,0
0044161684,0,127,0
0044247724,0,127,0
0044333764,0,0,0
0044420520,0,0,0
0044506564,0,0,0
0044592768,0,0,0
0044678992,0,0,0
0044765224,0,0,0
0044851468,0,0,0
0044937768,0,0,0
0045023952,0,0,0
0045109996,0,0,0
0045195980,0,0,0
0045282040,0,0,0
0045368080,0,0,0
0045454192,0,0,0
0045530856,0,0,0
0045617068,0,127,0
0045703292,0,127,0
0045789456,0,127,0
0045875680,0,127,0
0045961984,0,127,0
0046048112,0,127,0
0046134156,0,127,0
0046220176,0,127,0
0046306196,0,127,0
0046392180,0,0,0
0046478928,0,0,0
0046565132,0,0,0
0046651360,0,0,0
0046737608,0,0,0
0046823828,0,0,0
0046910116,0,0,0
0046996300,0,0,0
0047082372,0,0,0
0047168396,0,0,0
0047254440,0,0,0
0047340484,0,0,0
0047426572,0,0,0
0047513340,0,0,0
0047598884,0,0,0
0047684504,0,0,0
0047770100,0,0,0
0047855724,0,0,0
0047941380,0,0,0
0048026944,0,0,0
0048112356,0,0,0
0048197716,0,0,0
0048283152,0,0,0
0048368552,0,0,0
0048454676,0,0,0
0048540192,0,0,0
0048625796,0,0,0
0048711392,0,0,0
0048796952,0,0,0
0048882572,0,0,0
0048968228,0,0,0
0049053732,0,0,0
0049139128,0,0,0
0049224568,0,0,0
0049309964,0,0,0
0049395316,0,0,0
0049480816,0,0,0
0049567648,0,127,0
0049653244,0,127,0
0049738828,0,127,0
0049824444,0,127,0
0049910024,0,127,0
0049995664,0,127,0
0050081076,0,127,0
0050166492,0,0,0
0050251892,0,0,0
0050337308,0,0,0
0050423432,0,0,0
0050508876,0,0,0
0050594428,0,0,0
0050680032,0,0,0
0050765648,0,0,0
0050851252,0,0,0
0050936916,0,0,0
0051022516,0,0,0
0051107916,0,0,0
0051193292,0,0,0
0051278696,0,0,0
0051364108,0,0,0
0051449600,0,0,0
0051536072,0,0,0
0051621684,0,0,0
0051707284,0,0,0
0051792828,0,0,0
0051878440,0,0,0
0051964124,0,0,0
0052049640,0,0,0
0052135036,0,0,0
0052220452,0,0,0
0052305876,0,0,0
0052391228,0,0,0
0052477372,0,0,0
0052563232,0,0,0
0052648848,0,0,0
0052734444,0,0,0
0052820064,0,0,0
0052905656,0,0,0
0052991272,0,0,0
0053076748,0,0,0
0053162148,0,0,0
0053247580,0,0,0
0053332980,0,0,0
0053418452,0,0,0
0053503892,0,0,0
0053590440,0,0,0
0053676060,0,0,0
0053761656,0,0,0
0053847272,0,0,0
0053932932,0,0,0
0054018504,0,0,0
0054103876,0,0,0
0054189296,0,0,0
0054274712,0,0,0
0054360128,0,0,0
0054446248,0,0,0
0054531720,0,0,0
0054617340,0,0,0
0054702896,0,0,0
0054788496,0,0,0
0054874116,0,0,0
0054959772,0,0,0
0055045316,0,0,0
0055130736,0,0,0
0055382272,0,0,127
0055465876,0,0,127
0055549556,0,0,127
0055634516,0,0,127
0055718320,0,127,127
0055802044,0,127,127
0055885852,0,127,127
0055969656,0,0,127
0056063968,0,0,127
0056147688,0,0,127
0056231292,0,0,127
0056314916,0,0,127
0056398472,0,0,127
0056482096,0,0,127
0056566344,127,0,127
0056650068,127,0,127
0056744296,127,0,127
0056828104,127,0,127
0056911888,127,0,127
0056995648,127,0,127
0057079512,127,0,127
0057163180,127,0,127
0057246808,127,0,127
0057330404,127,0,127
0057424416,127,0,127
0057508020,127,0,127
0057591664,127,0,127
0057676216,127,0,127
0057759308,127,0,127
0057842420,127,0,127
0057925520,127,0,127
0058008612,127,0,127
0058091728,127,0,127
0058185008,127,0,127
0058267900,127,0,127
0058350816,127,0,127
0058444036,127,0,127
0058527600,127,0,127
0058610504,127,0,127
0058693528,127,0,127
0058776600,127,0,127
0058859680,127,0,127
0058942772,127,0,127
0059025928,127,0,127
0059109000,127,0,127
0059191836,127,0,127
0059285056,127,0,127
0059367928,127,0,127
0059450804,127,0,127
0059533756,127,0,127
0059616692,127,0,127
0059701588,0,127,127
0059795820,0,127,127
0059879608,0,127,127
0059963396,0,127,127
0060047284,0,127,127
0060131024,0,127,127
0060214628,0,127,127
0060298172,0,127,127
0060381788,0,127,127
0060465372,0,127,127
0060549644,0,127,127
0060633308,0,127,127
0060717116,127,0,127
0060800856,127,0,127
0060884664,127,0,127
0060968468,127,0,127
0061052336,127,0,127
0061136084,127,0,127
0061219708,127,0,127
0061303248,127,0,127
0061397264,127,0,127
0061480868,127,0,127
0061564528,127,0,127
0061649364,0,127,127
0061733148,0,127,127
0061827400,0,127,127
0061911184,0,127,127
0061994928,0,127,127
0062078808,0,127,127
0062162476,0,127,127
0062246084,0,127,127
0062329680,0,127,127
0062413304,0,127,127
0062507252,0,127,127
0062591564,0,127,127
0062675128,0,127,127
0062758224,0,127,127
0062841340,0,127,127
0062924436,0,127,127
0063017880,0,127,127
0063100996,0,127,127
0063183908,0,127,127
0063277132,0,127,127
0063360044,0,127,127
0063442956,0,127,127
0063525932,0,127,127
0063608764,0,127,127
0063692952,0,127,127
0063776048,0,127,127
0063859124,0,127,127
0063942200,0,127,127
0064025340,0,127,127
0064118764,0,127,127
0064201596,0,127,127
0064284484,0,127,127
0064377676,0,127,127
0064460572,0,127,127
0064544156,0,127,127
0064627168,0,127,127
0064710956,0,127,127
0064794760,0,127,127
0064889012,0,127,127
0064972820,0,127,127
0065056704,0,127,127
0065140464,0,127,127
0065224248,0,127,127
0065308980,0,127,127
0065394864,0,127,0
0065470180,0,127,0
0065556308,0,127,0
0065643508,0,127,0
0065729712,0,127,0
0065815912,0,127,0
0065902076,0,127,0
0065988304,0,127,0
0066074572,0,127,0
0066160676,0,127,0
0066246696,0,127,0
0066332720,0,127,0
0066418724,0,127,0
0066504708,0,127,0
0066591376,0,127,0
0066677536,0,127,0
0066763788,0,127,0
0066849996,0,127,0
0066936236,0,127,0
0067022484,0,127,0
0067108736,0,127,0
0067194780,0,127,0
0067280824,0,127,0
0067366868,0,127,0
0067452888,0,127,0
0067539016,0,127,0
0067626512,0,127,0
0067712676,0,127,0
0067798908,0,127,0
0067885112,0,127,0
0067971340,0,127,0
0068057624,0,127,0
0068143788,0,127,0
0068229816,0,127,0
0068315816,0,127,0
0068401784,0,127,0
0068487808,0,127,0
0068574460,0,127,0
0068660604,0,127,0
0068746812,0,127,0
0068833036,0,127,0
0068919264,0,127,0
0069005432,0,127,0
0069091716,0,127,0
0069177824,0,127,0
0069263868,0,127,0
0069349872,0,127,0
0069435916,0,127,0
0069521940,0,127,0
0069608008,0,127,0
0069695324,0,127,0
0069781536,0,127,0
0069867740,0,127,0
0069953944,0,127,0
0070040232,0,127,0
0070126444,0,127,0
0070212404,0,127,0
0070298428,0,127,0
0070384432,0,127,0
0070470460,0,127,0
0070557116,0,127,0
0070643200,0,127,0
0070729424,0,127,0
0070815616,0,127,0
0070901844,0,127,0
0070988068,0,127,0
0071063628,0,127,0
0071149776,0,127,0
0071235820,0,127,0
0071321844,0,127,0
0071407832,0,127,0
0071493860,0,127,0
0071579964,0,127,0
0071667388,0,127,0
0071753580,0,127,0
0071839788,0,127,0
0071925996,0,127,0
0072012164,0,127,0
0072098428,0,127,0
