time,brewboiler,serviceboiler,waterlevel,microswitch
0018087068,79.1,119.4,792,0
0018167072,79.1,119.6,792,0
0018257164,79.1,119.6,792,0
0018347052,79.2,119.6,792,0
0018427164,79.2,119.6,792,0
0018507272,79.2,119.6,792,0
0018597280,79.2,119.6,793,0
0018687272,79.3,119.6,792,0
0018767400,79.3,119.6,793,0
0018857388,79.3,119.7,793,0
0018947524,79.5,119.6,793,0
0019037636,79.5,119.6,792,0
0019117544,79.5,119.6,793,0
0019207760,79.5,119.6,793,0
0019297668,79.6,119.7,792,0
0019387880,79.6,119.6,792,0
0019467788,79.6,119.7,793,0
0019557996,79.7,119.7,793,0
0019648012,79.7,119.7,793,0
0019738040,79.7,119.7,792,0
0019818168,79.8,119.7,793,0
0019908180,79.7,119.6,792,0
0019998192,79.8,119.7,792,0
0020088300,79.8,119.7,792,0
0020168412,79.8,119.6,792,0
0020258400,79.9,119.7,793,0
0020348412,79.9,119.7,793,0
0020438524,79.9,119.7,793,0
0020518516,79.9,119.7,793,0
0020608644,80.1,119.7,793,0
0020698632,80.1,119.7,793,0
0020788764,80.1,119.7,792,0
0020868668,80.1,119.7,793,0
0020958800,80.2,119.7,792,0
0021048912,80.2,119.7,792,0
0021128916,80.2,119.7,793,0
0021209028,80.2,119.7,793,0
0021299028,80.3,119.7,793,0
0021389040,80.3,119.7,792,0
0021469152,80.3,119.7,792,0
0021549160,80.3,119.7,793,0
0021639168,80.4,119.9,793,0
0021729260,80.4,119.9,793,0
0021809264,80.4,119.7,793,0
0021899376,80.4,119.7,792,0
0021989468,80.5,119.7,793,0
0022069372,80.5,119.9,793,0
0022149480,80.6,119.9,793,0
0022239572,80.6,119.9,793,0
0022329564,80.6,119.9,792,0
0022409676,80.8,119.9,793,0
0022489660,80.8,119.9,793,0
0022579668,80.8,120.0,793,0
0022669756,80.8,119.9,792,0
0022749764,80.8,119.9,793,0
0022839756,80.9,119.9,793,0
0022929868,80.9,120.0,793,0
0023019880,80.9,120.0,793,0
0023099864,81.0,119.9,793,0
0023190080,81.0,119.9,793,0
0023279968,81.0,119.9,792,0
0023370080,81.0,120.0,793,0
0023450188,81.0,119.9,792,0
0023540180,81.1,119.9,792,0
0023630276,81.1,119.9,792,0
0023720244,81.1,120.0,792,0
0023800352,81.1,119.9,793,0
0023890344,81.2,119.9,793,0
0023980356,81.2,120.0,793,0
0024070468,81.2,120.0,793,0
0024150456,81.4,120.0,793,0
0024240568,81.4,120.0,792,0
0024330560,81.4,120.0,792,0
0024420672,81.4,120.0,793,0
0024500680,81.5,120.0,793,0
0024590672,81.5,120.0,793,0
0024680784,81.6,120.0,793,0
0024770796,81.6,120.0,792,0
0024850904,81.5,120.0,792,0
0024940896,81.6,120.0,792,0
0025030988,81.6,120.0,793,0
0025110996,81.6,120.0,792,0
0025191108,81.7,120.0,793,0
0025281120,81.7,120.0,792,0
0025371112,81.7,120.2,792,0
0025451224,81.7,120.0,793,0
0025531212,81.8,120.0,793,0
0025621324,81.8,120.2,792,0
0025711460,81.8,120.0,793,0
0025791448,82.0,120.2,792,0
0025881432,82.0,120.2,792,0
0025971444,82.0,120.2,792,0
0026061536,82.1,120.2,792,0
0026141552,82.1,120.2,793,0
0026231664,82.1,120.2,792,0
0026321668,82.2,120.2,793,0
0026411660,82.1,120.2,792,0
0026491768,82.2,120.2,793,0
0026581772,82.2,120.2,792,0
0026671884,82.2,120.3,792,0
0026761876,82.3,120.2,792,0
0026841988,82.3,120.2,792,0
0026931984,82.3,120.3,792,0
0027022092,82.4,120.2,792,0
0027102120,82.4,120.3,792,0
0027182228,82.3,120.2,792,0
0027272216,82.4,120.2,792,0
0027362224,82.4,120.2,793,0
0027442224,82.5,120.2,792,0
0027522412,82.5,120.2,793,0
0027612420,82.5,120.3,792,0
0027702424,82.5,120.2,793,0
0027782528,82.5,120.3,792,0
0027872540,82.7,120.2,793,0
0027962644,82.7,120.3,792,0
0028052656,82.7,120.2,792,0
0028132760,82.7,120.2,793,0
0028222688,82.8,120.3,792,0
0028312816,82.8,120.3,793,0
0028402928,82.8,120.3,792,0
0028482952,82.9,120.3,793,0
0028573060,82.8,120.3,792,0
0028663072,82.9,120.3,792,0
0028753080,83.0,120.3,793,0
0028833188,83.0,120.3,792,0
0028923196,82.9,120.5,792,0
0029013204,83.0,120.3,792,0
0029093308,83.0,120.3,792,0
0029173432,83.1,120.5,792,0
0029263440,83.1,120.3,792,0
0029353548,83.1,120.5,792,0
0029433556,83.1,120.5,792,0
0029513564,83.3,120.5,793,0
0029603676,83.3,120.3,792,0
0029693684,83.3,120.3,792,0
0029773696,83.3,120.5,792,0
0029863824,83.4,120.5,792,0
0029953932,83.4,120.5,793,0
0030043936,83.4,120.5,793,0
0030123948,83.4,120.5,792,0
0030214060,83.4,120.3,792,0
0030304084,83.5,120.5,792,0
0030394196,83.5,120.5,792,0
0030474208,83.5,120.5,792,0
0030564220,83.6,120.5,792,0
0030654224,83.6,120.6,792,0
0030744356,83.6,120.5,792,0
0030824448,83.6,120.6,792,0
0030914576,83.6,120.5,792,0
0031004496,83.6,120.5,792,0
0031084612,83.7,120.5,793,0
0031164740,83.7,120.5,792,0
0031254748,83.7,120.5,792,0
0031344760,83.7,120.5,792,0
0031424764,83.7,120.6,793,0
0031504852,83.7,120.5,792,0
0031594980,83.9,120.6,792,0
0031685012,83.9,120.6,792,0
0031765016,83.9,120.5,792,0
0031855128,84.0,120.5,792,0
0031945136,83.9,120.5,792,0
0032025244,84.0,120.6,792,0
0032105248,83.9,120.6,793,0
0032195232,84.0,120.5,792,0
0032285440,84.0,120.6,792,0
0032365368,84.1,120.6,792,0
0032445476,84.0,120.6,792,0
0032535588,84.1,120.6,792,0
0032625596,84.1,120.6,792,0
0032705744,84.1,120.6,792,0
0032795756,84.1,120.6,792,0
0032885780,84.1,120.6,792,0
0032975788,84.1,120.6,792,0
0033055908,84.1,120.6,792,0
0033145916,84.2,120.6,792,0
0033236044,84.1,120.6,792,0
0033326052,84.2,120.8,792,0
0033406156,84.3,120.6,792,0
0033496184,84.2,120.6,793,0
0033586172,84.3,120.6,792,0
0033676300,84.3,120.8,792,0
0033756304,84.2,120.8,792,0
0033846392,84.3,120.8,792,0
0033936496,84.3,120.8,792,0
0034026484,84.3,120.6,792,0
0034106488,84.3,120.8,792,0
0034196596,84.3,120.8,792,0
0034286584,84.3,120.8,792,0
0034376672,84.4,120.8,792,0
0034456676,84.4,120.8,792,0
0034546664,84.4,120.8,792,0
0034636752,84.6,120.8,792,0
0034726760,84.4,120.9,792,0
0034806768,84.6,120.8,792,0
0034896956,84.6,120.9,792,0
0034986964,84.7,120.8,792,0
0035066948,84.6,120.8,793,0
0035146952,84.6,120.8,792,0
0035237064,84.7,120.8,792,0
0035327172,84.7,120.8,792,0
0035407176,84.7,120.9,792,0
0035487284,84.7,120.9,793,0
0035577292,84.8,120.8,792,0
0035667300,84.7,120.8,792,0
0035747304,84.8,120.9,793,0
0035837396,84.8,120.9,792,0
0035927408,84.9,120.9,792,0
0036017516,84.9,120.9,792,0
0036097520,84.9,120.9,793,0
0036187528,84.9,120.9,793,0
0036277616,84.9,120.9,792,0
0036367724,84.9,120.9,792,0
0036447732,84.9,120.9,792,0
0036537720,85.0,120.8,792,0
0036627808,85.0,120.9,793,0
0036717800,85.0,120.9,792,0
0036797804,85.0,120.9,792,0
0036887896,85.2,120.9,792,0
0036977984,85.2,120.9,792,0
0037057948,85.2,120.9,792,0
0037138052,85.2,120.9,792,0
0037228140,85.2,120.9,792,0
0037318028,85.2,120.9,792,0
0037398112,85.3,121.1,792,0
0037478200,85.3,120.9,792,0
0037568188,85.3,120.9,792,0
0037658176,85.4,121.1,792,0
0037738164,85.3,120.9,792,0
0037828332,85.4,121.1,792,0
0037918300,85.4,121.1,792,0
0038008312,85.4,120.9,792,0
0038088300,85.4,121.1,792,0
0038178392,85.4,121.1,792,0
0038268380,85.4,121.1,792,0
0038358392,85.5,120.9,792,0
0038438484,85.5,121.1,792,0
0038528592,85.5,121.1,792,0
0038618600,85.5,121.1,792,0
0038708692,85.6,121.1,792,0
0038788676,85.6,121.1,792,0
0038878668,85.6,121.1,792,0
0038968776,85.6,121.2,792,0
0039058764,85.6,121.1,792,0
0039138852,85.8,121.2,792,0
0039228964,85.8,121.1,792,0
0039318852,85.8,121.1,792,0
0039408944,85.9,121.2,792,0
0039489028,85.9,121.1,792,0
0039579036,85.9,121.1,792,0
0039669024,85.9,121.2,792,0
0039758996,86.0,121.1,792,0
0039839200,86.0,121.1,792,0
0039929192,86.0,121.1,792,0
0040019180,86.1,121.1,792,0
0040099268,86.1,121.1,792,0
0040179272,86.1,121.2,792,0
0040269360,86.1,121.1,792,0
0040359248,86.1,121.2,792,0
0040439352,86.2,121.1,792,0
0040519460,86.2,121.1,792,0
0040609472,86.3,121.1,792,0
0040699480,86.2,121.2,792,0
0040779588,86.3,121.2,792,0
0040869596,86.3,121.1,792,0
0040959708,86.5,121.2,792,0
0041049820,86.5,121.2,793,0
0041129740,86.5,121.2,792,0
0041219848,86.5,121.2,793,0
0041309932,86.6,121.2,792,0
0041399940,86.6,121.2,792,0
0041480052,86.6,121.2,792,0
0041570032,86.6,121.2,792,0
0041660000,86.6,121.2,792,0
0041750104,86.7,121.2,792,0
0041830108,86.7,121.2,792,0
0041920220,86.7,121.2,792,0
0042010328,86.8,121.2,792,0
0042100232,86.8,121.2,793,0
0042180436,86.8,121.2,792,0
0042270444,86.8,121.2,792,0
0042360448,86.8,121.4,792,0
0042450456,86.8,121.4,792,0
0042530580,86.9,121.4,792,0
0042620584,86.9,121.4,792,0
0042710712,86.9,121.4,792,0
0042800840,86.9,121.4,792,0
0042880724,87.1,121.4,792,0
0042970872,87.1,121.4,792,0
0043060976,87.1,121.2,792,0
0043141008,87.1,121.4,792,0
0043221012,87.1,121.4,792,0
0043311040,87.1,121.4,792,0
0043401148,87.2,121.4,792,0
0043491276,87.2,121.4,792,0
0043571260,87.2,121.4,792,0
0043661404,87.2,121.4,792,0
0043751416,87.2,121.5,792,0
0043831532,87.3,121.5,792,0
0043911532,87.3,121.4,792,0
0044001556,87.3,121.4,792,0
0044091664,87.3,121.4,792,0
0044171664,87.4,121.5,792,0
0044251684,87.4,121.5,792,0
0044341784,87.3,121.5,792,0
0044431788,87.4,121.4,792,0
0044511768,87.4,121.4,792,0
0044601876,87.4,121.5,792,0
0044691980,87.4,121.5,792,0
0044781980,87.5,121.5,792,0
0044861980,87.5,121.4,792,0
0044952108,87.7,121.5,792,0
0045042212,87.5,121.5,792,0
0045122208,87.5,121.4,792,0
0045202336,87.7,121.4,792,0
0045292332,87.7,121.5,792,0
0045382336,87.7,121.5,792,0
0045462356,87.7,121.5,792,0
0045542440,87.7,121.7,792,0
0045632444,87.8,121.5,792,0
0045722564,87.7,121.7,792,0
0045802644,87.8,121.5,792,0
0045892648,87.7,121.5,792,0
0045982632,87.8,121.5,792,0
0046072732,87.8,121.5,792,0
0046152812,87.8,121.5,792,0
0046242692,87.8,121.5,792,0
0046332776,87.9,121.7,792,0
0046422756,87.9,121.7,792,0
0046502864,87.9,121.7,792,0
0046592892,87.8,121.7,792,0
0046682996,87.9,121.5,792,0
0046772980,87.9,121.7,792,0
0046852988,87.9,121.7,792,0
0046943096,87.9,121.7,792,0
0047033096,87.9,121.7,792,0
0047123208,87.9,121.7,792,0
0047203216,88.0,121.7,792,0
0047283340,88.0,121.7,792,0
0047373364,88.0,121.8,792,0
0047463472,88.0,121.7,792,0
0047543496,88.0,121.7,792,0
0047633604,88.0,121.8,792,0
0047723588,88.0,121.7,792,0
0047813616,88.0,121.8,792,0
0047893720,88.1,121.7,792,0
0047983848,88.1,121.8,792,0
0048073756,88.1,121.8,792,0
0048163864,88.2,121.8,792,0
0048243864,88.1,121.8,792,0
0048333972,88.2,121.8,792,0
0048423976,88.2,121.8,792,0
0048514084,88.2,121.8,792,0
0048594188,88.2,121.8,792,0
0048684216,88.2,121.8,792,0
0048774200,88.2,122.0,792,0
0048864328,88.2,121.8,792,0
0048944328,88.4,122.0,792,0
0049034436,88.2,122.0,792,0
0049124424,88.2,122.0,792,0
0049204528,88.2,122.0,792,0
0049284528,88.4,122.0,792,0
0049374532,88.4,122.0,792,0
0049464616,88.4,122.0,792,0
0049544620,88.4,122.0,792,0
0049624620,88.5,122.0,792,0
0049714828,88.4,122.0,792,0
0049804836,88.5,122.0,792,0
0049884820,88.5,122.0,792,0
0049974944,88.5,122.0,792,0
0050064928,88.5,122.1,792,0
0050155076,88.5,122.0,792,0
0050234976,88.5,122.1,792,0
0050315208,88.5,122.0,792,0
0050405108,88.6,122.1,792,0
0050495116,88.5,122.1,792,0
0050575228,88.5,122.3,792,0
0050665316,88.5,122.3,792,0
0050755320,88.5,122.1,792,0
0050835428,88.5,122.1,792,0
0050915432,88.6,122.1,792,0
0051005560,88.6,122.1,792,0
0051095648,88.6,122.1,792,0
0051175676,88.6,122.1,792,0
0051255556,88.6,122.1,792,0
0051345684,88.6,122.1,792,0
0051435688,88.6,122.1,792,0
0051515808,88.6,122.1,792,0
0051605936,88.6,122.1,792,0
0051695944,88.6,122.3,792,0
0051786048,88.6,122.3,792,0
0051866072,88.7,122.3,792,0
0051956076,88.6,122.1,792,0
0052046184,88.7,122.3,792,0
0052136172,88.6,122.3,792,0
0052216272,88.7,122.3,792,0
0052306360,88.7,122.3,792,0
0052396248,88.7,122.3,792,0
0052486456,88.7,122.3,792,0
0052566372,88.7,122.3,792,0
0052656476,88.7,122.3,792,0
0052746504,88.7,122.3,792,0
0052836608,88.7,122.3,792,0
0052916608,88.7,122.3,793,0
0053006612,88.7,122.3,792,0
0053096736,88.7,122.3,792,0
0053176740,88.7,122.3,792,0
0053256860,88.7,122.3,792,0
0053346884,88.7,122.3,792,0
0053436988,88.7,122.4,792,0
0053526992,88.8,122.3,792,0
0053607096,88.7,122.4,792,0
0053697100,88.8,122.4,792,0
0053787208,88.8,122.4,792,0
0053877208,88.8,122.4,792,0
0053957312,88.8,122.4,792,0
0054047316,88.7,122.4,792,0
0054137320,88.7,122.6,792,0
0054227344,88.7,122.6,792,0
0054307568,88.7,122.6,792,0
0054397596,88.7,122.4,792,0
0054487600,88.7,122.6,792,0
0054567724,88.7,122.6,792,0
0054647732,88.7,122.4,792,0
0054737776,88.7,122.6,792,0
0054827884,88.8,122.6,792,0
0054907884,88.8,122.6,792,0
0054997912,88.7,122.6,792,0
0055088040,88.7,122.6,792,0
0055178168,88.7,122.6,792,0
0055258168,88.7,122.6,792,0
0055338192,88.8,122.6,792,0
0055428300,88.8,122.6,792,0
0055518444,88.8,122.7,792,0
0055598448,88.8,122.7,792,0
0055688456,88.8,122.6,792,0
0055778580,88.8,122.7,792,0
0055868688,88.8,122.6,792,0
0055948692,88.8,122.7,792,0
0056038720,89.0,122.7,792,0
0056128824,88.8,122.7,792,0
0056218828,89.0,122.7,792,0
0056298872,89.0,122.7,792,0
0056389000,88.8,122.7,792,0
0056479024,89.0,122.7,792,0
0056569072,89.0,122.7,792,0
0056649212,89.1,122.7,792,0
0056739236,89.0,122.7,792,0
0056829264,89.0,122.7,792,0
0056909508,89.0,122.7,792,0
0056989532,89.1,122.9,792,0
0057079664,89.0,122.7,792,0
0057169584,89.1,122.9,792,0
0057249716,89.1,122.9,792,0
0057329840,89.1,122.9,792,0
0057419768,89.1,122.9,792,0
0057509896,89.1,122.9,792,0
0057590040,89.1,122.9,792,0
0057680188,89.1,122.9,792,0
0057770108,89.1,122.9,792,0
0057860232,89.1,122.9,792,0
0057940276,89.1,122.9,792,0
0058030400,89.1,122.9,792,0
0058120508,89.2,122.9,792,0
0058210432,89.2,122.9,792,0
0058290556,89.1,122.9,792,0
0058380684,89.2,122.9,792,0
0058470688,89.2,122.9,792,0
0058560816,89.1,123.0,792,0
0058640836,89.2,123.0,792,0
0058730860,89.2,123.0,792,0
0058820988,89.2,122.9,792,0
0058911016,89.2,123.0,792,0
0058991120,89.2,123.0,792,0
0059081108,89.2,123.0,792,0
0059171216,89.2,122.9,792,0
0059261220,89.2,122.9,792,0
0059341344,89.3,123.0,792,0
0059431348,89.2,122.9,792,0
0059521476,89.2,123.0,792,0
0059611480,89.2,123.0,792,0
0059691584,89.2,123.0,792,0
0059781612,89.2,123.0,792,0
0059871636,89.3,122.9,792,0
0059961744,89.2,123.0,792,0
0060041768,89.3,123.0,792,0
0060131776,89.2,123.0,792,0
0060221880,89.2,123.0,792,0
0060311908,89.2,123.0,792,0
0060392012,89.3,123.0,792,0
0060482120,89.2,123.0,792,0
0060572124,89.3,123.0,792,0
0060662236,89.2,123.0,792,0
0060742240,89.3,123.0,792,0
0060832248,89.2,123.2,792,0
0060922352,89.3,123.0,792,0
0061002376,89.2,123.0,792,0
0061082488,89.2,123.0,792,0
0061172408,89.2,123.0,792,0
0061262516,89.3,123.0,792,0
0061342520,89.3,123.2,792,0
0061422612,89.3,123.2,792,0
0061512636,89.3,123.2,792,0
0061602636,89.3,123.2,792,0
0061682744,89.3,123.2,792,0
0061772852,89.3,123.2,792,0
0061862856,89.4,123.0,792,0
0061952940,89.3,123.2,792,0
0062032944,89.3,123.2,792,0
0062122948,89.3,123.2,792,0
0062213156,89.3,123.2,792,0
0062303184,89.3,123.2,792,0
0062383168,89.3,123.2,792,0
0062473296,89.4,123.2,792,0
0062563300,89.4,123.2,792,0
0062653428,89.4,123.2,792,0
0062733456,89.4,123.2,792,0
0062823564,89.4,123.3,792,0
0062913572,89.4,123.2,792,0
0063003600,89.4,123.2,792,0
0063083624,89.4,123.2,792,0
0063173748,89.4,123.3,792,0
0063263756,89.4,123.3,792,0
0063353864,89.6,123.2,792,0
0063433868,89.4,123.3,792,0
0063524000,89.4,123.3,792,0
0063614024,89.4,123.3,792,0
0063704036,89.4,123.3,792,0
0063784160,89.4,123.3,792,0
0063874168,89.4,123.5,792,0
0063964296,89.4,123.5,792,0
0064054320,89.4,123.5,792,0
0064134440,89.6,123.3,792,0
0064224444,89.4,123.3,792,0
0064314568,89.6,123.3,792,0
0064404592,89.4,123.3,792,0
0064484592,89.4,123.3,792,0
0064574720,89.6,123.3,792,0
0064664724,89.6,123.3,792,0
0064754852,89.7,123.3,792,0
0064834976,89.6,123.3,792,0
0064924880,89.6,123.3,792,0
0065015004,89.7,123.3,792,0
0065095128,89.6,123.3,792,0
0065175132,89.6,123.3,792,0
0065265260,89.6,123.5,792,0
0065355144,89.7,123.3,792,0
0065445272,89.7,123.3,792,0
0065525400,89.7,123.3,792,0
0065615404,89.6,123.5,792,0
0065705528,89.7,123.3,792,0
0065785448,89.7,123.5,792,0
0065865572,89.7,123.5,792,0
0065955672,89.7,123.5,792,0
0066045676,89.7,123.5,792,0
0066125784,89.7,123.5,792,0
0066205804,89.7,123.5,792,0
0066295928,89.7,123.5,792,0
0066385932,89.7,123.5,792,0
0066466052,89.8,123.5,792,0
0066556060,89.8,123.5,792,0
0066646084,89.8,123.5,792,0
0066736208,89.8,123.5,792,0
0066816228,89.7,123.5,792,0
0066906252,89.7,123.5,792,0
0066996476,89.8,123.5,792,0
0067076500,89.8,123.5,792,0
0067156504,89.7,123.5,792,0
0067246508,89.8,123.6,792,0
0067336632,89.8,123.5,792,0
0067416652,89.8,123.6,792,0
0067496776,89.8,123.5,792,0
0067586800,89.8,123.5,792,0
0067676824,89.8,123.5,792,0
0067756952,89.8,123.5,792,0
0067847056,89.8,123.5,792,0
0067937096,89.8,123.6,792,0
0068027120,89.8,123.5,792,0
0068107248,89.8,123.6,792,0
0068197296,89.9,123.5,792,0
0068287420,89.8,123.6,792,0
0068377444,89.8,123.6,792,0
0068457448,89.8,123.6,792,0
0068547592,89.9,123.6,792,0
0068637636,89.9,123.6,792,0
0068727764,89.8,123.6,792,0
0068807888,89.8,123.6,792,0
0068897792,89.8,123.6,792,0
0068987896,89.8,123.6,792,0
0069078044,89.8,123.8,792,0
0069158048,89.8,123.6,792,0
0069248172,89.8,123.6,792,0
0069338156,89.8,123.6,792,0
0069428184,89.8,123.6,792,0
0069508284,89.9,123.8,792,0
0069598392,89.9,123.8,792,0
0069688396,89.9,123.8,792,0
0069778400,89.9,123.8,792,0
0069858504,89.9,123.8,792,0
0069948408,89.9,123.8,792,0
0070038612,89.9,123.8,792,0
0070128620,89.9,123.8,792,0
0070208744,89.9,123.8,792,0
0070298768,89.9,123.8,792,0
0070388776,89.9,123.8,792,0
0070478784,89.9,123.8,792,0
0070558908,89.9,123.8,792,0
0070649032,89.9,123.8,792,0
0070739040,90.0,123.9,792,0
0070829168,89.9,123.8,792,0
0070909068,89.9,123.8,792,0
0070999196,90.0,123.8,792,0
0071089324,89.9,123.8,792,0
