time,brewboiler,serviceboiler,waterlevel,microswitch
0070002456,86.7,125.3,792,0
0070092492,86.6,125.3,792,0
0070172608,86.6,125.3,792,0
0070262644,86.6,125.3,792,0
0070352652,86.6,125.3,792,0
0070432792,86.6,125.3,792,0
0070522824,86.6,125.3,792,0
0070602936,86.6,125.5,792,0
0070692968,86.6,125.3,792,0
0070783084,86.6,125.3,792,0
0070863116,86.6,125.5,792,0
0070953148,86.6,125.3,792,0
0071033280,86.6,125.3,792,0
0071113292,86.6,125.3,792,0
0071203408,86.6,125.3,792,0
0071283440,86.6,125.3,792,0
0071373552,86.6,125.3,792,0
0071453592,86.7,125.3,792,0
0071543624,86.7,125.3,792,0
0071633740,86.6,125.3,792,0
0071713780,86.7,125.3,792,0
0071803916,86.7,125.3,792,0
0071893952,86.7,125.3,792,0
0071974084,86.7,125.3,792,0
0072064120,86.7,125.3,792,0
