time,b2,b5,b8,b16,b11,b14
6217128,551,508,180,427,61,536
6307216,551,508,180,427,61,536
6397244,551,508,180,425,61,536
6487336,551,508,180,424,60,536
6737364,551,508,180,425,61,536
6817468,551,508,180,422,60,534
6907580,551,508,180,423,60,535
6997676,551,508,180,423,60,535
7077684,551,508,180,423,60,535
7167700,551,508,180,424,60,536
7247716,551,508,179,423,60,536
7327828,551,508,179,422,60,535
7417840,551,508,180,424,60,536
7497952,551,508,179,423,60,536
7587964,551,508,179,423,60,536
7678080,551,508,180,424,60,536
7758108,551,508,180,424,60,536
7848124,551,508,179,422,60,535
7938236,551,508,180,424,60,536
8018364,551,508,180,424,60,536
8098272,551,508,180,424,60,536
8188488,551,508,179,423,60,536
8268396,551,508,180,424,60,536
8348504,551,508,180,424,60,536
8438616,551,508,179,423,60,536
8528628,551,508,180,424,60,536
8608744,551,508,179,423,60,536
8698648,551,508,180,424,60,536
8788760,551,508,180,424,60,536
8868876,551,508,180,424,60,536
8958888,551,508,180,424,60,536
9048984,551,508,180,425,61,536
9128996,551,508,180,424,60,536
9209104,551,508,180,424,60,536
9298996,551,508,180,424,60,536
9379128,551,508,180,424,60,536
9459120,551,508,180,425,61,536
9549216,551,508,181,425,60,536
9629308,551,508,180,425,61,536
9709216,551,508,180,423,60,535
9799308,551,508,181,424,60,535
9879424,551,508,180,425,61,536
9969432,551,508,180,425,61,536
10049528,551,508,181,425,60,536
10129544,551,508,180,424,60,536
10219644,551,508,180,424,60,536
10299656,551,508,181,425,60,536
10379672,551,508,181,425,60,536
10469768,551,508,181,425,60,536
10549780,551,508,181,426,61,536
10639896,551,508,181,425,60,536
10729896,551,508,181,426,61,536
10809908,551,508,181,425,60,536
10900028,551,508,181,425,60,536
10980020,551,508,182,427,61,536
11060012,551,508,182,427,61,536
11150132,551,508,181,426,61,536
11230212,551,508,181,425,60,536
11320228,551,508,182,426,61,535
11410240,551,508,182,427,61,536
11490360,551,508,182,426,61,535
11580380,551,508,183,427,60,536
11660512,551,508,183,428,61,536
11750532,551,508,183,428,61,536
11840552,551,508,183,428,61,536
11920668,551,508,183,427,60,536
12010804,551,508,183,428,61,536
12090720,551,508,183,427,60,536
12170836,551,508,184,429,61,536
12260852,551,508,183,427,60,536
12340968,551,508,183,428,61,536
12431088,551,508,183,427,60,536
12521108,551,508,184,429,61,536
12601120,551,508,184,429,61,536
12691240,551,508,184,428,60,536
12781260,551,508,184,428,60,536
12861384,551,508,183,428,61,536
12951504,551,508,184,429,61,536
13041436,551,508,184,428,60,536
13121556,551,508,184,429,61,536
13201568,551,508,184,428,60,536
13291688,552,508,185,431,61,536
13371700,551,508,184,429,61,536
13451836,552,508,185,431,61,536
13541852,552,508,185,430,60,536
13621864,551,508,184,428,61,535
13701876,552,508,185,430,60,536
13792104,552,508,185,430,61,535
13882012,552,508,185,431,61,536
13962136,552,508,185,430,60,536
14052148,552,508,185,431,61,536
14142268,552,508,186,432,61,536
14222288,552,508,185,431,61,536
14302404,552,508,186,432,61,536
14392420,552,508,186,432,61,536
14472516,552,508,186,432,61,536
14552648,552,509,186,434,62,536
14642648,552,508,186,432,61,536
14722664,552,508,186,432,61,536
14812660,552,508,186,432,61,536
14902780,552,508,187,433,61,536
14982792,552,508,187,433,61,536
15072892,552,508,187,433,61,536
15152912,552,508,187,432,61,535
15232916,552,508,187,433,61,536
15323032,552,508,187,433,61,536
15403132,552,508,187,433,61,536
15483128,553,508,188,435,61,536
15573128,552,508,187,433,61,536
15653244,553,509,188,437,62,536
15743240,553,508,188,435,61,536
15823356,553,508,188,435,61,536
15903372,553,508,189,435,61,535
15993496,553,508,188,435,61,536
16073620,553,508,189,436,61,536
16163508,553,509,189,438,62,536
16253628,553,509,189,438,62,536
16333752,553,509,189,438,62,536
16423768,553,508,189,436,61,536
16503764,553,508,190,436,61,535
16583880,553,508,190,437,61,536
16673896,553,509,190,439,62,536
16753912,553,509,190,439,62,536
16844032,553,508,190,437,61,536
16924044,553,508,190,437,61,536
17014084,554,509,191,440,62,535
17094280,553,508,190,437,61,536
17184196,554,509,191,441,62,536
17264312,554,509,191,441,62,536
17354332,554,509,191,441,62,536
17434328,554,509,192,442,62,536
17524548,554,508,192,440,61,536
17604548,554,509,192,442,62,536
17694568,554,509,192,442,62,536
17774664,554,508,192,440,61,536
17864684,554,509,192,442,62,536
17954804,554,508,193,441,61,536
18034816,554,509,193,443,62,536
18124836,554,508,193,441,61,536
18204972,554,509,193,443,62,536
18294988,554,509,193,443,62,536
18375004,554,509,193,443,62,536
18455124,554,509,193,443,62,536
18545160,555,508,194,443,61,536
18625172,555,508,194,443,61,536
18715272,555,509,194,445,62,536
18795288,555,509,195,446,62,536
18885392,555,509,195,446,62,536
18965512,555,509,194,445,62,536
19045508,555,509,195,445,62,535
19135632,555,509,195,446,62,536
19215532,555,508,195,444,61,536
19305648,555,509,196,447,62,536
19385644,555,509,196,447,62,536
19465760,555,509,196,447,62,536
19555780,555,509,196,447,62,536
19635916,556,509,197,449,62,536
19725936,556,509,197,449,62,536
19806032,556,509,197,449,62,536
19896048,556,509,197,449,62,536
19976152,556,509,198,450,62,536
20066172,556,509,198,450,62,536
20146264,556,509,199,451,62,536
20236264,556,509,199,451,62,536
20316280,556,509,199,451,62,536
20406404,556,509,199,451,62,536
20486400,557,509,200,452,62,535
20576512,557,509,200,453,62,536
20656424,557,509,200,454,63,536
20746644,557,509,200,453,62,536
20826660,557,509,200,452,62,535
20916676,557,509,200,453,62,536
20996772,557,509,200,453,62,536
21086788,557,509,201,454,62,536
21166804,557,509,202,455,62,536
21256900,557,509,201,453,62,535
21336896,557,509,202,455,62,536
21427016,557,509,203,456,62,536
21507016,557,509,203,456,62,536
21597036,557,509,203,456,62,536
21677128,557,509,203,457,63,536
21767128,557,509,203,456,62,536
21847220,558,509,204,458,62,536
21937340,558,509,204,458,62,536
22017336,558,509,204,459,63,536
22107456,558,509,204,458,62,536
22187472,558,509,205,459,62,536
22277572,558,509,205,459,62,536
22357468,558,509,206,459,62,535
22447588,558,509,205,459,62,536
22527704,558,509,206,461,63,536
22617708,558,509,206,460,62,536
22707724,558,509,206,461,63,536
22787820,559,509,207,463,63,536
22877840,559,509,207,462,62,536
22957836,559,509,207,462,62,536
23047956,559,509,207,463,63,536
23128060,559,509,208,462,62,535
23218080,559,509,208,464,63,536
23308072,559,509,208,464,63,536
23388176,559,509,209,465,63,536
23478296,559,509,208,463,62,536
23558292,559,509,208,464,63,536
23648292,559,509,209,465,63,536
23728288,559,509,209,465,63,536
23818408,559,509,209,464,63,535
23908528,559,509,210,465,63,535
23988528,559,509,210,466,63,536
24078648,559,509,210,466,63,536
24158644,559,509,209,464,62,536
24248644,559,509,210,465,62,536
24328740,560,509,211,468,63,536
24408756,559,509,210,466,63,536
24498756,560,509,211,468,63,536
24578876,559,509,210,466,63,536
24668972,560,509,211,468,63,536
24748888,560,509,211,468,63,536
24838988,560,509,211,468,63,536
24919088,560,509,211,468,63,536
25008984,560,509,211,468,63,536
25089084,560,509,211,468,63,536
25179184,560,509,212,469,63,536
25259184,560,509,212,469,63,536
25349264,560,509,212,468,62,536
25429280,560,509,212,469,63,536
25519304,560,509,212,469,63,536
25599404,560,509,212,469,63,536
25689428,560,509,212,469,63,536
25769544,560,509,212,469,63,536
25859540,560,509,212,469,63,536
25939676,560,509,212,469,63,536
26029696,560,509,212,469,63,536
26109820,560,509,212,469,63,536
26199816,560,509,212,469,63,536
26279940,560,509,212,469,63,536
26369832,560,509,212,469,63,536
26449952,560,509,211,468,63,536
26539948,560,509,211,467,63,535
26620064,560,509,211,468,63,536
26710164,560,509,211,468,63,536
26790156,560,509,211,468,63,536
26880276,560,509,212,469,63,536
26960148,560,509,212,469,63,536
27050248,560,509,212,469,63,536
27130364,560,509,211,468,63,536
27220364,560,509,211,468,63,536
27300460,560,509,211,468,63,536
27390456,560,509,211,468,63,536
27470456,560,509,211,468,63,536
27560556,560,509,211,468,63,536
27640680,559,509,210,466,63,536
27720656,560,509,211,468,63,536
27810648,559,509,210,466,63,536
27890752,559,509,210,466,63,536
27980752,559,509,210,466,63,536
28060872,559,509,210,466,63,536
28150872,559,510,210,468,64,536
28240872,559,509,209,465,63,536
28320988,559,509,210,466,63,536
28410988,559,509,209,465,63,536
28490984,559,509,209,465,63,536
28581084,559,509,209,465,63,536
28661180,559,509,209,465,63,536
28751184,559,509,208,463,63,535
28841164,559,509,208,464,63,536
28921260,559,509,208,464,63,536
29011240,559,509,207,463,63,536
29091356,559,509,207,463,63,536
29181356,558,509,206,461,63,536
29261452,559,509,207,463,63,536
29341348,558,509,206,461,63,536
29431552,558,509,205,460,63,536
29511576,558,509,205,460,63,536
29601592,558,509,205,460,63,536
29681692,558,510,205,462,64,536
29771712,558,509,205,460,63,536
29851828,558,510,204,461,64,536
29941828,558,509,204,459,63,536
30021828,558,510,204,461,64,536
30111928,558,509,204,459,63,536
30191948,557,509,203,457,63,536
30281952,557,510,203,459,64,536
30362068,557,509,203,457,63,536
30452172,557,509,203,457,63,536
30532068,557,510,202,458,64,536
30622168,557,510,202,458,64,536
30702288,557,509,202,456,63,536
30792292,557,510,202,458,64,536
30872288,557,510,202,458,64,536
30962428,557,510,202,458,64,536
31042452,557,509,201,455,63,536
31132576,557,510,201,457,64,536
31212692,557,510,201,457,64,536
31302712,557,510,201,457,64,536
31382732,557,509,201,455,63,536
31472836,557,510,200,456,64,536
31552848,557,510,200,456,64,536
31642848,557,510,200,456,64,536
31722948,557,510,200,456,64,536
31813068,557,509,200,454,63,536
31893048,557,509,200,454,63,536
31983048,556,510,199,454,64,536
32063164,556,510,199,454,64,536
32153164,556,510,199,454,64,536
32233300,556,510,199,454,64,536
32313200,556,510,199,454,64,536
32403424,556,510,198,453,64,536
32483440,556,509,198,451,63,536
32573436,556,510,198,453,64,536
32653436,556,510,197,452,64,536
32743536,556,510,198,453,64,536
32823532,556,510,198,453,64,536
32913628,556,510,197,452,64,536
32993720,556,510,197,452,64,536
33083716,556,510,197,452,64,536
33173716,556,510,197,452,64,536
33253712,556,510,197,452,64,536
33343812,556,510,197,452,64,536
33423928,555,510,196,450,64,536
33513904,556,510,197,452,64,536
33594020,555,510,196,450,64,536
33684016,555,510,196,450,64,536
33773996,555,510,196,450,64,536
33854008,555,510,196,450,64,536
33944108,555,510,196,450,64,536
34024104,555,510,196,450,64,536
34114200,555,510,195,449,64,536
34194320,555,510,195,449,64,536
34274336,555,510,195,449,64,536
34364336,555,510,195,449,64,536
34444356,555,510,195,449,64,536
34534372,555,510,195,449,64,536
34614488,555,510,195,449,64,536
34704508,555,510,194,448,64,536
34784624,555,510,194,448,64,536
34874640,555,510,194,448,64,536
34954736,555,510,194,448,64,536
35044756,555,510,194,448,64,536
35124852,555,510,195,449,64,536
35214956,555,510,195,449,64,536
35294948,555,510,194,448,64,536
35384948,555,510,194,448,64,536
35465044,555,510,194,448,64,536
35555144,555,510,194,448,64,536
35635148,555,510,194,448,64,536
35725144,555,510,194,447,64,535
35805148,555,510,194,449,65,536
35895144,555,510,194,448,64,536
35975240,555,510,194,448,64,536
36065360,555,510,194,448,64,536
36145352,555,510,194,448,64,536
36235352,554,510,193,446,64,536
36315448,554,510,193,447,65,536
36405552,555,510,194,448,64,536
36485548,554,510,193,447,65,536
36575544,554,510,193,446,64,536
36655664,554,510,193,446,64,536
36745768,554,510,193,446,64,536
36825664,554,510,193,446,64,536
36915748,554,510,193,447,65,536
36995860,554,510,193,446,64,536
37085840,554,510,192,445,64,536
37175940,554,510,193,446,64,536
37265920,554,510,192,445,64,536
37356020,554,510,193,446,64,536
37446000,554,510,193,446,64,536
37536100,554,510,193,446,64,536
37626000,554,510,192,445,64,536
37706100,554,510,192,446,65,536
37786096,554,510,192,445,64,536
37876096,554,510,193,447,65,536
37956296,554,510,192,445,64,536
38046296,554,510,193,446,64,536
38126292,554,510,193,446,64,536
38216376,554,510,193,447,65,536
38306376,554,510,193,446,64,536
38386356,554,510,193,446,64,536
38476460,554,510,193,446,64,536
38556456,554,510,193,447,65,536
38646536,554,510,193,447,65,536
38726540,554,510,192,445,64,536
38816532,554,510,193,447,65,536
38906612,554,510,192,446,65,536
38986720,554,510,193,446,64,536
39076720,554,510,193,446,64,536
39156696,554,510,193,447,65,536
39246700,554,510,193,446,64,536
39326780,554,510,193,446,64,536
39406896,554,510,193,447,65,536
39496872,554,510,193,447,65,536
39576868,554,510,193,447,65,536
39666868,554,510,193,446,64,536
39746968,555,510,194,449,65,536
39837068,554,510,193,446,64,536
39917184,554,510,193,446,64,536
40007188,554,510,193,446,64,536
40087184,554,510,193,446,64,536
40177184,555,510,194,448,64,536
40257280,554,510,193,446,64,536
40347300,554,510,193,447,65,536
40427424,554,510,193,446,64,536
40517416,555,510,194,448,64,536
40597540,555,510,194,448,64,536
40687544,555,510,194,448,64,536
40767540,555,510,194,448,64,536
40857640,555,510,194,449,65,536
40937636,554,510,193,449,65,536
41027728,554,510,193,449,65,536
41117720,555,510,194,451,65,536
41207712,554,510,193,448,64,536
41287820,555,510,194,451,65,536
41377808,555,510,194,450,64,536
41457796,555,510,194,451,65,536
41548008,555,510,194,451,65,536
41638020,555,510,194,450,64,536
41718008,555,510,194,450,64,536
41808000,555,510,194,451,65,536
41898092,555,510,194,451,65,536
41978080,555,510,194,451,65,536
42068188,555,510,194,450,64,536
42148296,554,510,193,449,65,536
42238284,555,510,194,450,64,536
42328272,555,510,194,450,64,536
42408280,555,510,194,451,65,536
42498492,555,510,194,451,65,536
42588480,555,510,194,450,64,536
42668468,555,510,194,450,64,536
42758576,555,510,194,451,65,536
42838564,555,510,194,451,65,536
42928576,555,510,195,451,64,536
43018688,555,510,195,452,65,536
43098676,555,510,195,452,65,536
43188784,555,510,195,452,65,536
43268772,555,510,195,452,65,536
43358764,555,510,195,452,65,536
43448876,555,510,194,451,65,536
43528864,555,510,195,452,65,536
43618972,555,510,196,452,64,536
43708984,555,510,196,453,65,536
43789072,555,510,196,453,65,536
43879104,555,510,195,452,65,536
43959176,555,510,195,452,65,536
44039188,555,510,195,452,65,536
44129200,555,510,195,452,65,536
44209204,555,510,195,452,65,536
44299316,555,510,195,452,65,536
44379324,555,510,195,452,65,536
44469436,555,510,195,452,65,536
44559532,555,510,195,452,65,536
44639540,555,510,195,451,64,536
44729532,555,510,195,452,65,536
44819628,555,510,196,453,65,536
44899632,555,510,195,452,65,536
44989624,555,510,195,452,65,536
45069736,555,510,194,451,65,536
45159748,555,510,195,452,65,536
45249840,555,510,194,451,65,536
45329924,555,510,195,452,65,536
45419936,555,510,194,451,65,536
45499928,555,510,194,451,65,536
45579916,555,510,195,452,65,536
45670028,555,510,194,451,65,536
45750020,555,510,194,450,64,536
45840032,555,510,194,451,65,536
45930244,555,510,194,451,65,536
46010236,554,510,193,449,65,536
46100348,555,510,194,451,65,536
46180236,554,510,193,448,64,536
46270428,554,510,193,449,65,536
46360412,554,510,193,449,65,536
46440408,554,510,192,448,65,536
46530500,554,510,193,449,65,536
46610488,554,510,193,449,65,536
46700460,554,510,193,449,65,536
46790552,554,510,192,448,65,536
46870524,554,510,192,448,65,536
46960616,554,511,192,450,66,536
47050584,554,510,192,448,65,536
47130680,554,510,191,447,65,536
47220656,554,510,191,447,65,536
47300624,554,510,191,447,65,536
47390716,553,510,190,445,65,536
47480692,553,510,190,445,65,536
47560784,553,510,190,445,65,536
47650760,554,510,191,447,65,536
47730848,553,510,190,445,65,536
47820740,553,510,190,445,65,536
47900936,553,510,190,445,65,536
47990932,553,510,189,444,65,536
48080924,553,510,190,445,65,536
48161016,553,510,189,444,65,536
48251008,553,510,189,444,65,536
48330996,553,510,189,444,65,536
48420992,553,510,189,444,65,536
48501184,553,510,189,444,65,536
48591176,553,510,189,444,65,536
48671148,553,510,189,444,65,536
48761240,553,510,189,444,65,536
48851216,553,510,188,443,65,536
48931304,553,511,188,445,66,536
49021296,553,510,189,444,65,536
49101412,553,510,189,444,65,536
49191388,553,510,188,443,65,536
49271376,553,511,188,445,66,536
49361468,553,510,188,443,65,536
49441460,553,511,188,445,66,536
49531448,553,510,188,443,65,536
49621524,553,510,188,443,65,536
49701512,553,510,188,443,65,536
49791608,553,510,188,443,65,536
49871596,553,510,188,443,65,536
49961672,553,511,188,445,66,536
50041660,552,511,187,443,66,536
50131752,552,510,187,441,65,536
50211748,552,510,187,441,65,536
50301760,552,510,186,440,65,536
50391852,552,510,187,441,65,536
50471848,552,511,186,442,66,536
50561944,552,511,186,442,66,536
50641912,552,511,186,442,66,536
50731988,552,510,187,441,65,536
50811980,552,511,186,442,66,536
50902076,552,510,186,440,65,536
50982068,552,511,186,442,66,536
51072064,552,510,185,439,65,536
51162140,552,511,185,441,66,536
51242116,552,511,185,441,66,536
51332208,552,510,185,439,65,536
51412172,552,511,185,441,66,536
51502164,552,510,185,439,65,536
51582252,552,511,185,441,66,536
51672244,551,510,184,437,65,536
51752316,551,511,184,439,66,536
51842288,551,511,184,439,66,536
51932380,551,511,184,439,66,536
52012372,551,511,184,439,66,536
52102344,551,510,183,436,65,536
52182416,551,511,183,438,66,536
52272392,551,511,184,439,66,536
52352464,551,510,183,436,65,536
52442436,551,510,183,436,65,536
52522404,551,511,182,437,66,536
52612492,551,511,183,438,66,536
52702560,551,511,182,437,66,536
52782428,551,511,182,437,66,536
52872620,551,510,182,435,65,536
52952508,551,511,182,437,66,536
53042600,551,511,181,436,66,536
53122592,551,511,181,436,66,536
53212680,551,511,182,437,66,536
53292792,551,510,181,434,65,536
53382784,551,511,181,436,66,536
53472896,551,511,180,435,66,536
53552884,551,510,181,434,65,536
53642876,551,511,180,435,66,536
53722992,551,511,180,435,66,536
53812996,551,511,180,435,66,536
53892992,551,511,180,435,66,536
53983084,551,511,180,435,66,536
54073068,551,511,180,435,66,536
54153064,551,511,180,435,66,536
54243152,551,511,180,435,66,536
54323224,551,510,179,432,65,536
54413236,551,511,179,434,66,536
54493324,551,511,179,434,66,536
54583316,551,511,179,434,66,536
54663404,551,510,179,432,65,536
54753416,551,511,179,434,66,536
54833404,551,510,179,432,65,536
54923500,551,511,178,433,66,536
55013496,551,510,179,432,65,536
55093604,551,510,178,429,65,536
55183604,551,510,178,429,65,536
55433700,550,511,177,429,66,536
55513696,551,511,178,431,66,536
55603820,551,511,178,431,66,536
55683916,550,511,177,429,66,536
55763920,550,511,177,429,66,536
55853940,550,511,176,428,66,536
55934036,550,510,176,426,65,536
56024040,550,511,177,429,66,536
56114140,550,511,177,429,66,536
56194140,550,511,177,429,66,536
56284240,550,510,177,427,65,536
56364240,550,511,176,428,66,536
56444316,550,511,176,428,66,536
56534312,550,511,176,428,66,536
56614328,550,511,176,428,66,536
56704432,550,511,176,428,66,536
56794432,550,511,176,428,66,536
56874548,550,510,176,426,65,536
56964552,550,511,176,428,66,536
57044648,550,511,176,428,66,536
57124648,550,511,176,428,66,536
57214648,550,511,176,428,66,536
57294668,550,511,176,428,66,536
57384792,550,511,176,428,66,536
57474892,550,511,177,429,66,536
57554896,550,511,176,428,66,536
57644892,550,511,177,429,66,536
57725012,550,511,177,430,67,536
57805008,550,511,176,428,66,536
57895128,550,511,177,429,66,536
57975124,550,511,177,430,67,536
58055240,550,511,177,429,66,536
58145240,551,511,178,431,66,536
58235240,551,511,178,431,66,536
58315336,551,511,178,431,66,536
58405380,551,511,178,431,66,536
58495480,551,511,179,432,66,536
58575500,551,511,179,432,66,536
58655624,551,511,179,433,67,536
58745640,551,511,180,433,66,536
58825744,551,511,180,433,66,536
58905760,551,511,181,435,67,536
58995764,551,511,181,434,66,536
59075876,551,511,181,434,66,536
59155876,551,511,181,434,66,536
59245996,551,511,181,435,67,536
59336000,551,511,182,436,67,536
59415996,551,511,183,436,66,536
59496012,551,511,183,436,66,536
59586236,551,511,183,435,66,535
59666132,551,511,184,437,66,536
59756232,551,511,184,437,66,536
59846256,552,511,185,439,66,536
59926356,552,511,185,439,66,536
60016380,552,511,185,440,67,536
60096384,552,511,186,440,66,536
60176584,552,511,186,441,67,536
60266604,552,511,186,441,67,536
60346620,552,511,187,442,67,536
60426740,552,511,187,442,67,536
60516760,553,511,188,443,66,536
60596780,553,511,188,443,66,536
60686904,553,511,188,443,66,536
60766920,553,511,189,444,66,536
60847024,553,511,189,445,67,536
60937068,553,511,189,444,66,536
61017188,553,511,190,445,66,536
61097064,553,511,190,445,66,536
61187168,553,511,190,445,66,536
61267288,554,511,191,447,66,536
61357312,554,511,191,447,66,536
61447420,554,511,191,447,66,536
61527436,554,511,192,448,66,536
61617536,554,511,192,448,66,536
61697552,554,511,193,449,66,536
61787552,554,511,192,448,66,536
61877672,554,511,192,448,66,536
61957792,554,511,193,449,66,536
62047712,554,511,193,449,66,536
62127812,555,510,194,449,65,536
62207936,555,511,194,451,66,536
62297832,555,511,194,451,66,536
62378056,555,510,194,449,65,536
62467976,555,510,195,450,65,536
62558096,555,510,195,450,65,536
62638216,555,511,196,453,66,536
62728220,555,510,196,451,65,536
62808236,555,510,196,451,65,536
62888356,555,510,196,451,65,536
62978376,556,510,197,453,65,536
63068476,556,510,197,453,65,536
63148492,556,510,197,453,65,536
63238616,556,510,198,454,65,536
63328636,556,510,198,454,65,536
63408632,556,510,198,454,65,536
63488652,556,510,198,454,65,536
63578752,556,510,199,455,65,536
63658876,556,510,199,455,65,536
63738876,556,510,199,455,65,536
63828996,557,510,200,456,64,536
63908996,557,510,200,457,65,536
63989116,557,510,200,456,64,536
64079120,557,510,200,456,64,536
64169096,557,510,200,456,64,536
64249192,557,510,200,456,64,536
64339212,557,510,201,457,64,536
64429312,557,510,202,458,64,536
64509308,557,509,201,455,63,536
64589324,557,510,202,458,64,536
64679428,557,510,203,459,64,536
64759544,557,509,203,457,63,536
64849548,557,509,203,457,63,536
64939568,558,509,204,459,63,536
65019684,558,509,204,459,63,536
65109684,558,509,204,459,63,536
65189792,558,509,205,460,63,536
65269808,558,509,205,462,63,536
65359924,558,509,205,461,62,536
65439836,558,509,206,463,63,536
65519932,558,509,206,463,63,536
65610048,558,509,206,463,63,536
65690052,559,509,207,465,63,536
65780044,559,509,207,464,62,536
65870156,559,509,208,466,63,536
65950144,559,509,208,465,62,536
66040236,559,509,208,465,62,536
66120244,559,509,209,466,62,536
66210256,559,509,209,466,62,536
66300348,559,509,209,467,63,536
66380460,559,509,210,467,62,536
66470452,560,509,211,469,62,536
66550460,560,509,211,469,62,536
66640572,560,509,211,469,62,536
66730568,560,509,212,470,62,536
66810656,560,509,213,471,62,536
66900668,560,509,213,471,62,536
66990640,560,509,213,471,62,536
67070752,560,509,214,472,62,536
67160868,560,509,214,472,62,536
67240864,560,509,215,473,62,536
67330848,560,508,215,471,61,536
67420840,560,508,216,472,61,536
67500956,560,509,215,473,62,536
67591052,561,509,217,476,62,536
67681036,560,508,216,472,61,536
67761052,561,508,218,475,61,536
67851040,561,509,218,477,62,536
67931236,561,508,218,475,61,536
68021232,561,508,219,476,61,536
68111240,561,508,219,476,61,536
68191332,562,509,220,480,62,536
68281328,562,508,220,478,61,536
68361336,562,508,220,478,61,536
68451452,562,509,220,480,62,536
68541444,562,508,221,479,61,536
68621556,562,509,222,482,62,536
68711548,562,508,222,480,61,536
68801664,562,508,222,480,61,536
68881652,562,508,222,480,61,536
68971664,562,508,223,481,61,536
69051796,562,508,223,481,61,536
69141892,563,508,224,483,61,536
69231904,563,508,224,483,61,536
69311912,563,508,224,483,61,536
69402028,563,508,225,484,61,536
69482040,563,508,224,483,61,536
69572176,563,508,225,484,61,536
69662088,563,508,225,484,61,536
69742196,563,508,226,485,61,536
69832312,563,508,226,484,60,536
69922324,563,508,226,485,61,536
70002456,563,508,226,485,61,536
70092492,564,508,227,487,61,536
70172608,564,508,227,487,61,536
70262644,564,508,227,487,61,536
70352652,564,508,227,487,61,536
70432792,564,508,227,487,61,536
70522824,564,508,227,487,61,536
70602936,564,508,227,486,60,536
70692968,564,508,227,487,61,536
70783084,564,508,227,487,61,536
70863116,564,508,227,486,60,536
70953148,564,508,227,487,61,536
71033280,564,508,227,487,61,536
71113292,564,508,227,487,61,536
71203408,564,508,227,487,61,536
71283440,564,508,227,487,61,536
71373552,564,508,227,487,61,536
71453592,563,508,226,485,61,536
71543624,563,508,226,485,61,536
71633740,564,508,227,487,61,536
71713780,563,508,226,485,61,536
71803916,563,508,226,485,61,536
71893952,563,508,226,485,61,536
71974084,563,508,226,485,61,536
72064120,563,508,226,485,61,536
